시간,유저코드,카테고리,제품코드,가격,행동
2022-06-03 06:09:02,u512895231,컴퓨터,p34800145,56.45,V
2022-06-03 06:09:02,u564143118,패션,p26014190,360.11,V
2022-06-03 06:09:11,u512706270,식품,p10051770,900.64,V
2022-06-03 06:09:13,u553624468,식품,p10051150,933.19,V
2022-06-03 06:09:20,u523282142,식품,p10044360,190.46,V
2022-06-03 06:09:40,u566992631,컴퓨터,p17301338,32.88,V
2022-06-03 06:09:45,u518555293,패션,p26201214,90.86,V
2022-06-03 06:09:47,u512858246,자동차,p13300005,209.83,V
2022-06-03 06:10:13,u512436298,패션,p13073510,437.33,V
2022-06-03 06:10:16,u566646582,식품,p13066500,437.57,V
2022-06-03 06:10:30,u561821835,식품,p15100145,345.93,V
2022-06-03 06:10:40,u554363789,식품,p50000300,88.65,V
2022-06-03 06:10:41,u534193554,패션,p10035490,411.59,V
2022-06-03 06:11:12,u547016954,패션,p10050800,128.68,V
2022-06-03 06:11:20,u514672532,식품,p10201387,56.6,V
2022-06-03 06:11:27,u521030316,자동차,p37007560,110.66,V
2022-06-03 06:11:28,u515468639,식품,p29004150,74.67,V
2022-06-03 06:11:31,u565305793,식품,p58006990,102.96,V
2022-06-03 06:11:39,u512655361,패션,p12719057,49.16,V
2022-06-03 06:11:41,u519782204,컴퓨터,p10800172,61.75,V
2022-06-03 06:11:41,u512971913,컴퓨터,p48045720,208.5,V
2022-06-03 06:12:06,u540167247,패션,p26012990,429.84,V
2022-06-03 06:12:16,u515394808,자동차,p25100249,5.71,V
2022-06-03 06:12:31,u531972252,자동차,p29501910,102.83,V
2022-06-03 06:12:41,u525657451,식품,p18500031,59.71,V
2022-06-03 06:12:41,u514449938,자동차,p37010560,69.45,V
2022-06-03 06:13:03,u520181034,식품,p15900114,46.31,V
2022-06-03 06:13:10,u521597352,식품,p13073430,720.71,V
2022-06-03 06:13:20,u512572131,자동차,p18300918,7.44,V
2022-06-03 06:13:28,u515394808,식품,p25100239,8.0,V
2022-06-03 06:14:10,u556255797,자동차,p10040350,141.29,V
2022-06-03 06:14:12,u513636176,자동차,p85005070,823.66,V
2022-06-03 06:14:12,u534193554,식품,p10038790,540.3,V
2022-06-03 06:14:21,u513931587,패션,p21410133,63.06,V
2022-06-03 06:14:26,u517012379,식품,p51004680,38.59,V
2022-06-03 06:14:27,u566866103,식품,p10048700,271.45,V
2022-06-03 06:14:29,u541920131,식품,p12709562,38.35,V
2022-06-03 06:14:38,u531972252,자동차,p29502030,128.57,V
2022-06-03 06:14:40,u515394808,자동차,p25100180,56.89,V
2022-06-03 06:14:51,u566990560,식품,p10048710,272.08,V
2022-06-03 06:14:53,u556255797,패션,p10038110,142.86,V
2022-06-03 06:14:59,u515479083,식품,p10051210,961.56,V
2022-06-03 06:15:23,u545233442,식품,p10047880,140.01,V
2022-06-03 06:15:57,u541334778,패션,p10050310,160.57,V
2022-06-03 06:16:04,u566646582,패션,p13063580,772.19,V
2022-06-03 06:16:10,u513864010,패션,p70050600,56.37,V
2022-06-03 06:16:12,u513248133,식품,p16400390,18.02,V
2022-06-03 06:16:17,u551292644,식품,p10051150,933.19,V
2022-06-03 06:16:19,u515479083,식품,p10042470,793.84,V
2022-06-03 06:16:28,u534100968,식품,p17200722,283.05,V
2022-06-03 06:16:30,u566839658,자동차,p28719253,99.1,V
2022-06-03 06:16:31,u547016954,식품,p10051600,210.68,V
2022-06-03 06:16:35,u560474669,패션,p66008380,24.17,V
2022-06-03 06:16:41,u558617203,패션,p10050310,160.57,V
2022-06-03 06:16:52,u523282142,패션,p10050620,160.57,V
2022-06-03 06:17:04,u566646582,식품,p13072600,566.04,V
2022-06-03 06:17:15,u528016842,식품,p51008710,27.38,V
2022-06-03 06:17:17,u512938835,식품,p51004680,38.59,V
2022-06-03 06:17:28,u515479083,식품,p10051190,1010.48,V
2022-06-03 06:17:37,u561821835,식품,p17200878,275.4,V
2022-06-03 06:17:42,u549750446,식품,p53012970,21.85,V
2022-06-03 06:17:51,u535209069,식품,p10052050,231.4,V
2022-06-03 06:18:00,u523282142,패션,p10050620,160.57,C
2022-06-03 06:18:16,u561571577,식품,p10051810,1029.34,V
2022-06-03 06:18:24,u517915572,패션,p19300116,46.33,V
2022-06-03 06:18:51,u526933626,식품,p10048330,170.08,V
2022-06-03 06:18:53,u516654955,식품,p26002790,162.94,V
2022-06-03 06:18:59,u537186761,식품,p29501806,43.12,V
2022-06-03 06:19:04,u517915572,컴퓨터,p19300125,75.94,V
2022-06-03 06:19:13,u513864010,식품,p70057510,77.22,V
2022-06-03 06:19:25,u550745798,컴퓨터,p12706655,45.82,V
2022-06-03 06:19:26,u550010188,패션,p52001300,72.02,V
2022-06-03 06:19:26,u546860639,식품,p26600470,24.97,V
2022-06-03 06:19:32,u512475445,식품,p47004120,84.59,V
2022-06-03 06:19:34,u566752726,패션,p10038940,344.9,V
2022-06-03 06:19:50,u514235416,식품,p10047490,193.01,V
2022-06-03 06:20:06,u545378965,식품,p37009260,68.98,V
2022-06-03 06:20:31,u515883723,패션,p17200971,352.11,V
2022-06-03 06:20:35,u519068765,식품,p28721797,102.71,V
2022-06-03 06:20:35,u520181034,식품,p15900114,46.31,V
2022-06-03 06:20:45,u563136705,자동차,p27012860,566.04,V
2022-06-03 06:20:47,u549858869,식품,p10900310,42.99,V
2022-06-03 06:21:12,u515533712,식품,p27016460,268.41,V
2022-06-03 06:21:13,u517459890,컴퓨터,p10047680,242.02,V
2022-06-03 06:21:13,u525978590,식품,p43002110,22.91,V
2022-06-03 06:21:34,u515468639,패션,p29009580,56.6,V
2022-06-03 06:21:41,u547878711,식품,p10047850,265.72,V
2022-06-03 06:21:52,u512938835,식품,p51007160,66.67,V
2022-06-03 06:22:07,u515860450,패션,p12703607,85.59,V
2022-06-03 06:22:20,u541874951,식품,p28100394,1.93,V
2022-06-03 06:22:22,u512404758,패션,p14700716,159.05,V
2022-06-03 06:22:32,u556284504,식품,p10048730,361.4,V
2022-06-03 06:22:37,u520181034,컴퓨터,p15900116,41.16,V
2022-06-03 06:22:53,u566752726,식품,p10048070,334.37,V
2022-06-03 06:23:02,u554565274,식품,p10051740,643.23,V
2022-06-03 06:23:06,u512459049,패션,p27900034,36.04,V
2022-06-03 06:23:26,u566339466,패션,p18015130,514.79,V
2022-06-03 06:23:51,u557663283,패션,p14803730,489.04,V
2022-06-03 06:24:03,u562510583,식품,p10048500,694.46,V
2022-06-03 06:24:04,u564143118,패션,p26021760,210.79,V
2022-06-03 06:24:05,u513072791,패션,p29008190,225.56,V
2022-06-03 06:24:07,u562243021,자동차,p12300466,65.48,V
2022-06-03 06:24:29,u521128520,패션,p10048740,359.63,V
2022-06-03 06:24:34,u541186685,식품,p55000008,111.95,V
2022-06-03 06:24:45,u566992865,컴퓨터,p10047750,183.27,V
2022-06-03 06:24:45,u536919867,식품,p22700323,20.46,V
2022-06-03 06:24:51,u517828919,식품,p79006690,156.48,V
2022-06-03 06:24:59,u564516041,자동차,p26400624,389.97,V
2022-06-03 06:25:01,u566339466,식품,p18020080,642.93,V
2022-06-03 06:25:07,u557663283,식품,p14807040,478.75,V
2022-06-03 06:25:08,u536073927,패션,p10047300,296.02,V
2022-06-03 06:25:28,u541874951,패션,p28101608,3.04,V
2022-06-03 06:25:30,u535209069,식품,p10040420,138.74,V
2022-06-03 06:25:33,u517316095,식품,p10025440,458.16,V
2022-06-03 06:25:53,u566245145,식품,p42300013,90.35,V
2022-06-03 06:25:54,u515134242,컴퓨터,p17300136,74.6,V
2022-06-03 06:26:13,u564143118,식품,p26019830,213.1,V
2022-06-03 06:26:14,u532409567,식품,p12720094,37.84,V
2022-06-03 06:26:24,u536279902,컴퓨터,p10050030,230.24,V
2022-06-03 06:26:26,u517316095,컴퓨터,p10033060,575.54,V
2022-06-03 06:26:27,u562231121,식품,p10048050,167.29,V
2022-06-03 06:26:28,u550440798,식품,p26403417,64.87,V
2022-06-03 06:26:37,u518821089,식품,p12711053,32.69,V
2022-06-03 06:26:40,u515034723,식품,p27200624,56.63,V
2022-06-03 06:26:41,u549664295,식품,p26600052,82.63,V
2022-06-03 06:27:01,u514882507,자동차,p38900012,44.53,V
2022-06-03 06:27:10,u566807032,식품,p54900010,64.35,V
2022-06-03 06:27:31,u566442405,식품,p10051600,210.68,V
2022-06-03 06:27:34,u516079070,식품,p10052040,150.62,V
2022-06-03 06:27:39,u532969538,식품,p26401671,118.15,V
2022-06-03 06:27:41,u514681650,패션,p24020650,167.29,V
2022-06-03 06:27:48,u513201628,자동차,p10048480,694.46,V
2022-06-03 06:28:06,u522429603,식품,p24012430,140.99,V
2022-06-03 06:28:19,u518619556,식품,p28006700,193.03,V
2022-06-03 06:28:31,u522641759,식품,p12717167,100.39,V
2022-06-03 06:28:35,u564143118,패션,p26021050,206.05,V
2022-06-03 06:28:52,u513320304,식품,p67009930,405.23,V
2022-06-03 06:28:52,u564139527,자동차,p10033120,717.65,V
2022-06-03 06:28:55,u520181034,자동차,p15902063,27.0,V
2022-06-03 06:28:55,u549664295,식품,p26601327,800.75,V
2022-06-03 06:29:08,u563136705,패션,p27009840,537.15,V
2022-06-03 06:29:16,u545784434,패션,p28715841,48.39,V
2022-06-03 06:29:28,u566675131,식품,p10041840,463.13,V
2022-06-03 06:29:29,u522429603,식품,p24012430,140.99,V
2022-06-03 06:29:57,u550541572,식품,p37012840,25.71,V
2022-06-03 06:30:01,u515400153,컴퓨터,p22010330,694.72,V
2022-06-03 06:30:04,u566563454,컴퓨터,p12711108,43.5,V
2022-06-03 06:30:05,u514914757,컴퓨터,p13068910,342.09,V
2022-06-03 06:30:30,u535209069,컴퓨터,p10044040,176.3,V
2022-06-03 06:30:34,u547016954,식품,p10051150,933.19,V
2022-06-03 06:30:47,u512682567,식품,p16900032,114.55,V
2022-06-03 06:30:50,u535209069,패션,p10044420,177.61,V
2022-06-03 06:30:53,u517915572,식품,p38013040,64.33,V
2022-06-03 06:31:05,u513804317,컴퓨터,p12717916,81.86,V
2022-06-03 06:31:18,u512459049,자동차,p54400001,36.04,V
2022-06-03 06:31:20,u523040239,컴퓨터,p10042370,1078.66,V
2022-06-03 06:31:39,u566449697,컴퓨터,p53012700,16.71,V
2022-06-03 06:31:42,u515427228,자동차,p16400021,95.21,V
2022-06-03 06:31:42,u531983394,컴퓨터,p12500209,25.46,V
2022-06-03 06:31:47,u545784434,패션,p28715834,48.39,V
2022-06-03 06:31:48,u535209069,식품,p10050980,138.92,V
2022-06-03 06:31:55,u518645804,패션,p42000015,244.54,V
2022-06-03 06:31:55,u525657451,자동차,p18500001,46.3,V
2022-06-03 06:32:05,u518065611,식품,p28101059,115.58,V
2022-06-03 06:32:12,u516654955,식품,p23900058,12.61,V
2022-06-03 06:32:15,u513612006,패션,p10052250,192.31,V
2022-06-03 06:32:17,u564139527,자동차,p10033120,717.65,V
2022-06-03 06:32:23,u514914757,컴퓨터,p13068910,342.09,V
2022-06-03 06:32:25,u512389613,컴퓨터,p26500486,430.95,V
2022-06-03 06:32:27,u566442405,컴퓨터,p10051520,406.16,V
2022-06-03 06:33:00,u547016954,식품,p10048330,170.08,V
2022-06-03 06:33:06,u519300409,식품,p10051590,210.82,V
2022-06-03 06:33:13,u525657451,패션,p18500074,64.35,V
2022-06-03 06:33:18,u565612004,식품,p28101002,99.1,V
2022-06-03 06:33:23,u518619556,식품,p28006700,193.03,V
2022-06-03 06:33:30,u549833412,자동차,p18018050,228.73,V
2022-06-03 06:33:33,u515384318,자동차,p11700129,236.81,V
2022-06-03 06:33:35,u518883039,자동차,p37005800,327.96,V
2022-06-03 06:33:41,u513203040,자동차,p73002370,90.92,V
2022-06-03 06:33:47,u517316095,패션,p10042440,794.87,V
2022-06-03 06:33:54,u518645804,식품,p51005700,446.74,V
2022-06-03 06:34:01,u566442405,패션,p10049560,382.2,V
2022-06-03 06:34:14,u512475445,패션,p47005900,140.24,V
2022-06-03 06:34:24,u549833412,자동차,p18018050,228.73,V
2022-06-03 06:34:39,u538356448,컴퓨터,p10048380,178.87,V
2022-06-03 06:34:47,u514019691,패션,p65009070,102.71,V
2022-06-03 06:34:52,u517466964,식품,p12701306,49.68,V
2022-06-03 06:35:01,u531152019,패션,p23900103,32.95,V
2022-06-03 06:35:16,u566311770,패션,p10033040,591.21,V
2022-06-03 06:35:25,u557880508,컴퓨터,p23100035,411.4,V
2022-06-03 06:35:30,u538356448,컴퓨터,p10048380,178.87,V
2022-06-03 06:35:37,u514795864,패션,p10025470,473.37,V
2022-06-03 06:35:53,u518619556,패션,p28004400,161.44,V
2022-06-03 06:36:01,u519114192,컴퓨터,p48043010,79.2,V
2022-06-03 06:36:11,u551732908,식품,p28719075,82.63,V
2022-06-03 06:36:11,u512833822,패션,p10047200,125.61,V
2022-06-03 06:36:14,u514651780,자동차,p12014230,68.19,V
2022-06-03 06:36:34,u545437196,식품,p13066080,720.71,V
2022-06-03 06:36:42,u549833412,자동차,p18018050,228.73,V
2022-06-03 06:36:51,u566995432,컴퓨터,p17200174,326.88,V
2022-06-03 06:37:34,u566667672,자동차,p16800540,116.09,V
2022-06-03 06:37:43,u512833822,패션,p10048860,128.67,V
2022-06-03 06:38:00,u521345671,패션,p31002780,128.68,V
2022-06-03 06:38:02,u514632384,식품,p10048270,208.76,V
2022-06-03 06:38:15,u551625768,자동차,p60000080,257.41,V
2022-06-03 06:38:28,u547016954,자동차,p10047510,195.04,V
2022-06-03 06:38:49,u543624552,컴퓨터,p36013550,457.75,V
2022-06-03 06:38:58,u530810952,식품,p51005120,64.35,V
2022-06-03 06:38:59,u520738117,패션,p10051000,138.95,V
2022-06-03 06:39:11,u549858869,식품,p10900233,43.5,V
2022-06-03 06:39:15,u552858634,컴퓨터,p28718448,64.61,V
2022-06-03 06:39:34,u514762622,패션,p26300078,316.1,V
2022-06-03 06:39:34,u523040239,패션,p10051750,643.23,V
2022-06-03 06:39:35,u513183784,식품,p39009300,90.32,V
2022-06-03 06:39:45,u512833822,패션,p10050800,128.68,V
2022-06-03 06:39:49,u559038546,패션,p17200721,324.04,V
2022-06-03 06:39:53,u542056192,패션,p26400373,242.99,V
2022-06-03 06:39:57,u561408179,컴퓨터,p12702958,42.47,V
2022-06-03 06:40:17,u516482499,패션,p10050640,182.5,V
2022-06-03 06:40:21,u551732908,식품,p28716188,61.01,V
2022-06-03 06:40:27,u559038546,식품,p17200718,283.05,V
2022-06-03 06:40:31,u515533712,식품,p27008000,250.66,V
2022-06-03 06:40:36,u521401997,자동차,p13300753,277.74,V
2022-06-03 06:40:38,u549858869,컴퓨터,p10900003,40.85,V
2022-06-03 06:40:40,u517828919,컴퓨터,p79008720,151.87,V
2022-06-03 06:40:52,u549565713,패션,p10050640,182.5,V
2022-06-03 06:40:54,u560124174,패션,p31600546,501.81,V
2022-06-03 06:40:59,u547605508,패션,p10050310,160.57,V
2022-06-03 06:41:00,u526731152,컴퓨터,p10048720,271.85,V
2022-06-03 06:41:03,u566752726,자동차,p10052380,282.86,V
2022-06-03 06:41:20,u512701107,식품,p30100008,86.63,V
2022-06-03 06:41:22,u519300409,컴퓨터,p10052390,275.17,V
2022-06-03 06:41:40,u547605508,패션,p10050310,160.57,V
2022-06-03 06:41:43,u538789293,패션,p13073610,420.6,V
2022-06-03 06:41:44,u513441200,자동차,p42400010,155.27,V
2022-06-03 06:41:47,u518613533,식품,p33500003,113.23,V
2022-06-03 06:41:56,u536919867,패션,p46800036,180.16,V
2022-06-03 06:42:15,u552858634,식품,p28720440,53.8,V
2022-06-03 06:42:33,u515072732,식품,p21401523,154.19,V
2022-06-03 06:42:55,u548144277,식품,p14807870,517.36,V
2022-06-03 06:43:03,u513377776,패션,p41003640,347.47,V
2022-06-03 06:43:16,u518645804,식품,p51005700,446.74,V
2022-06-03 06:43:16,u516677910,식품,p10051610,210.7,V
2022-06-03 06:43:17,u512389613,패션,p26400789,466.68,V
2022-06-03 06:43:30,u514059758,패션,p56003550,25.71,V
2022-06-03 06:43:35,u515134242,컴퓨터,p17301638,48.72,V
2022-06-03 06:43:45,u549565713,패션,p10050620,160.57,C
2022-06-03 06:43:46,u514216661,식품,p48200380,77.22,V
2022-06-03 06:43:49,u555111451,패션,p36015010,437.57,V
2022-06-03 06:43:53,u514542839,식품,p61001300,62.78,V
2022-06-03 06:44:07,u560901842,식품,p21411843,23.94,V
2022-06-03 06:44:12,u512499701,패션,p70057500,82.32,V
2022-06-03 06:44:14,u523757541,식품,p13400808,110.43,V
2022-06-03 06:44:18,u512572131,식품,p45500001,7.44,V
2022-06-03 06:44:32,u544302853,식품,p10048560,127.91,V
2022-06-03 06:45:06,u519068765,컴퓨터,p28703988,84.69,V
2022-06-03 06:45:09,u514762622,식품,p26400677,399.24,V
2022-06-03 06:45:10,u531062769,패션,p13201164,185.59,V
2022-06-03 06:45:11,u514660123,자동차,p27019950,656.13,V
2022-06-03 06:45:24,u512389613,패션,p26400789,466.68,V
2022-06-03 06:45:26,u566995508,식품,p36010770,411.83,V
2022-06-03 06:45:35,u566357808,자동차,p12015040,154.14,V
2022-06-03 06:45:52,u514142220,컴퓨터,p15200192,84.43,V
2022-06-03 06:45:55,u514660123,식품,p27019850,1184.05,V
2022-06-03 06:46:07,u521345671,식품,p31010250,180.16,V
2022-06-03 06:46:15,u512572131,식품,p45500001,7.44,B
2022-06-03 06:46:22,u517507654,자동차,p27017050,460.5,V
2022-06-03 06:46:34,u544324534,컴퓨터,p45300117,72.07,V
2022-06-03 06:46:43,u537465144,자동차,p13070620,874.93,V
2022-06-03 06:46:53,u566647335,자동차,p90027880,56.63,V
2022-06-03 06:47:07,u557903362,식품,p26020390,488.82,V
2022-06-03 06:47:09,u564213669,패션,p28713438,69.24,V
2022-06-03 06:47:19,u545378965,식품,p37003380,66.9,V
2022-06-03 06:47:36,u513207961,컴퓨터,p10048350,223.94,V
2022-06-03 06:48:03,u559349948,식품,p17010240,453.01,V
2022-06-03 06:48:04,u512953689,패션,p13073510,437.33,V
2022-06-03 06:48:07,u516654955,식품,p31501084,148.94,V
2022-06-03 06:48:16,u566665318,식품,p48030050,12.59,V
2022-06-03 06:48:18,u516218783,식품,p12706531,109.4,V
2022-06-03 06:48:21,u566442405,컴퓨터,p10051520,406.16,V
2022-06-03 06:48:34,u566647335,컴퓨터,p90027850,56.63,V
2022-06-03 06:48:45,u512499701,식품,p70022520,117.6,V
2022-06-03 06:48:58,u542056192,식품,p21411624,33.72,V
2022-06-03 06:49:09,u522108890,식품,p44400222,33.21,V
2022-06-03 06:49:16,u566764543,자동차,p10050920,110.43,V
2022-06-03 06:49:41,u541172129,식품,p18017660,146.81,V
2022-06-03 06:49:50,u513677080,식품,p10049930,540.3,V
2022-06-03 06:49:53,u549750446,패션,p53004530,59.13,V
2022-06-03 06:49:53,u513183784,자동차,p30100020,31.92,V
2022-06-03 06:49:53,u554836137,식품,p16900165,89.84,V
2022-06-03 06:50:02,u513677080,식품,p10049930,540.3,V
2022-06-03 06:50:06,u533565896,식품,p54900013,51.48,V
2022-06-03 06:50:15,u524385862,패션,p13200409,230.38,V
2022-06-03 06:50:23,u515383115,식품,p51002690,19.82,V
2022-06-03 06:50:24,u517330887,식품,p14700805,128.68,V
2022-06-03 06:50:40,u555111451,식품,p36010770,411.83,V
2022-06-03 06:50:40,u513857878,패션,p13300616,412.85,V
2022-06-03 06:50:50,u517961882,식품,p43001490,32.41,V
2022-06-03 06:51:02,u535320856,패션,p51004690,30.86,V
2022-06-03 06:51:03,u515383115,식품,p51002690,19.82,V
2022-06-03 06:51:09,u535286827,패션,p13200702,152.62,V
2022-06-03 06:51:16,u554836137,식품,p17100055,64.35,V
2022-06-03 06:51:26,u566997633,패션,p36005450,579.14,V
2022-06-03 06:51:27,u566503929,패션,p18019950,180.16,V
2022-06-03 06:51:28,u538270945,패션,p47005420,79.8,V
2022-06-03 06:51:31,u546104188,식품,p12706259,53.54,V
2022-06-03 06:51:41,u566996150,자동차,p28721484,64.61,V
2022-06-03 06:52:03,u559880639,식품,p17601224,33.21,V
2022-06-03 06:52:05,u545686305,식품,p18015430,485.81,V
2022-06-03 06:52:14,u516795601,식품,p26403221,137.2,V
2022-06-03 06:52:15,u525632795,식품,p16400212,181.21,V
2022-06-03 06:52:15,u566995432,컴퓨터,p17200174,326.88,V
2022-06-03 06:52:22,u541162305,식품,p12709740,52.77,V
2022-06-03 06:52:43,u517507654,패션,p36002660,401.53,V
2022-06-03 06:52:53,u515533712,패션,p27025900,195.6,V
2022-06-03 06:53:01,u531940318,컴퓨터,p13063330,653.56,V
2022-06-03 06:53:26,u562283224,식품,p10048070,334.37,V
2022-06-03 06:53:37,u538356448,패션,p10047200,125.61,V
2022-06-03 06:53:47,u514530155,패션,p12704781,77.74,V
2022-06-03 06:54:10,u545378965,식품,p37010160,108.09,V
2022-06-03 06:54:12,u544302853,식품,p10048560,127.91,C
2022-06-03 06:54:17,u525632795,패션,p15901606,4.35,V
2022-06-03 06:54:22,u525308092,식품,p48040550,188.68,V
2022-06-03 06:54:47,u547198372,컴퓨터,p11500655,244.28,V
2022-06-03 06:54:52,u518694289,식품,p10026330,358.31,V
2022-06-03 06:54:54,u541945765,컴퓨터,p10047270,179.67,V
2022-06-03 06:54:56,u531954737,컴퓨터,p10047670,241.91,V
2022-06-03 06:55:06,u515539857,패션,p70052360,100.53,V
2022-06-03 06:55:13,u525107553,식품,p55002290,81.06,V
2022-06-03 06:55:14,u533745643,패션,p10047950,218.54,V
2022-06-03 06:55:15,u512389613,패션,p26201534,143.12,V
2022-06-03 06:55:18,u522806953,식품,p10042470,793.84,V
2022-06-03 06:55:38,u547016954,패션,p10044490,218.49,V
2022-06-03 06:55:41,u563136705,패션,p27013330,952.38,V
2022-06-03 06:56:00,u559349948,식품,p17007100,1328.01,V
2022-06-03 06:56:02,u520601555,컴퓨터,p43002250,69.5,V
2022-06-03 06:56:06,u543092799,자동차,p10800074,36.01,V
2022-06-03 06:56:08,u514054883,패션,p10039540,644.98,V
2022-06-03 06:56:15,u542524835,식품,p29502679,14.16,V
2022-06-03 06:56:24,u554836137,식품,p16700606,17.22,V
2022-06-03 06:56:34,u530364010,자동차,p10049090,977.89,V
2022-06-03 06:56:35,u515384318,식품,p37009430,231.38,V
2022-06-03 06:56:35,u552315739,식품,p10051590,210.82,V
2022-06-03 06:56:41,u518909300,식품,p18018290,694.22,V
2022-06-03 06:56:54,u543092799,패션,p10800217,54.03,V
2022-06-03 06:57:00,u535320856,식품,p51008740,308.86,V
2022-06-03 06:57:04,u561184120,식품,p13201051,69.24,V
2022-06-03 06:57:17,u534729971,식품,p70063330,77.25,V
2022-06-03 06:57:20,u544946040,컴퓨터,p27022770,465.68,V
2022-06-03 06:57:30,u559880639,식품,p17601341,98.33,V
2022-06-03 06:57:30,u516495137,자동차,p20100196,37.58,V
2022-06-03 06:57:33,u513377776,패션,p41002190,476.18,V
2022-06-03 06:57:37,u522665645,식품,p32401208,10.09,V
2022-06-03 06:57:39,u516880662,패션,p10051750,643.23,V
2022-06-03 06:58:02,u516880662,컴퓨터,p10046590,705.26,V
2022-06-03 06:58:17,u530395441,자동차,p12714210,40.82,V
2022-06-03 06:58:29,u513377776,패션,p41002190,476.18,V
2022-06-03 06:58:39,u514087162,컴퓨터,p26400678,287.78,V
2022-06-03 06:58:50,u513452182,식품,p16400079,84.4,V
2022-06-03 06:58:50,u530004515,식품,p12015720,578.91,V
2022-06-03 06:58:54,u540489962,자동차,p10025240,531.52,V
2022-06-03 06:59:00,u566999704,컴퓨터,p10048380,178.87,V
2022-06-03 06:59:00,u514514770,패션,p27013050,499.91,V
2022-06-03 06:59:09,u517507654,패션,p36002660,401.53,V
2022-06-03 06:59:16,u559605535,패션,p48028030,16.96,V
2022-06-03 06:59:28,u513668738,식품,p60000940,121.24,V
2022-06-03 06:59:29,u533635381,패션,p10047560,87.11,V
2022-06-03 06:59:55,u535209069,식품,p10052050,231.4,V
2022-06-03 07:00:03,u514493164,자동차,p53016290,33.44,V
2022-06-03 07:00:06,u513617861,식품,p48040560,159.98,V
2022-06-03 07:00:08,u566752726,패션,p10051950,111.05,V
2022-06-03 07:00:11,u549858869,식품,p10900310,42.99,V
2022-06-03 07:00:24,u514054883,자동차,p10052130,746.45,V
2022-06-03 07:00:25,u566659984,컴퓨터,p14700018,592.04,V
2022-06-03 07:00:39,u529025060,자동차,p17200527,847.59,V
2022-06-03 07:00:46,u513485314,식품,p13066590,321.73,V
2022-06-03 07:01:07,u566834962,패션,p10047410,189.97,V
2022-06-03 07:01:11,u512389613,자동차,p26403354,105.79,V
2022-06-03 07:01:21,u561640481,패션,p13030490,698.07,V
2022-06-03 07:01:23,u514023985,패션,p10051870,771.94,V
2022-06-03 07:01:33,u562850064,식품,p32003870,97.76,V
2022-06-03 07:01:36,u562100084,패션,p17301436,67.56,V
2022-06-03 07:02:00,u512511695,식품,p12720592,57.4,V
2022-06-03 07:02:51,u531972252,패션,p29501042,15.32,V
2022-06-03 07:02:52,u515860450,패션,p12712561,69.5,V
2022-06-03 07:02:56,u515152888,식품,p10025440,458.16,V
2022-06-03 07:03:02,u523311245,식품,p48046600,23.04,V
2022-06-03 07:03:03,u516063476,식품,p12700322,89.45,V
2022-06-03 07:03:10,u512616118,식품,p12201897,1698.63,V
2022-06-03 07:03:45,u518398030,패션,p26300651,292.67,V
2022-06-03 07:04:06,u544946040,식품,p27024190,488.56,V
2022-06-03 07:04:31,u559880639,패션,p38600025,26.13,V
2022-06-03 07:04:48,u512865290,식품,p10041440,167.29,V
2022-06-03 07:04:52,u519316275,컴퓨터,p50005360,576.33,V
2022-06-03 07:05:16,u516194805,컴퓨터,p26400678,287.78,V
2022-06-03 07:05:16,u512851744,자동차,p13300462,102.19,V
2022-06-03 07:05:17,u513485314,식품,p13067980,331.98,V
2022-06-03 07:05:19,u514013656,자동차,p12014650,234.36,V
2022-06-03 07:05:20,u512511695,식품,p12720592,57.4,V
2022-06-03 07:05:29,u564325521,자동차,p28001180,141.57,V
2022-06-03 07:05:34,u515053595,식품,p12700554,51.22,V
2022-06-03 07:05:38,u566997034,자동차,p26404576,414.58,V
2022-06-03 07:05:41,u566805560,패션,p10048860,128.67,V
2022-06-03 07:05:46,u513452999,자동차,p10052350,437.56,V
2022-06-03 07:05:51,u518371538,패션,p26021050,206.05,V
2022-06-03 07:05:58,u542147546,패션,p52900147,11.77,V
2022-06-03 07:06:01,u512475538,패션,p79009170,158.31,V
2022-06-03 07:06:15,u515134242,패션,p17300643,46.33,V
2022-06-03 07:06:16,u513766923,식품,p10050020,244.5,V
2022-06-03 07:06:23,u564442389,식품,p10051590,210.82,V
2022-06-03 07:06:42,u526085809,자동차,p43002910,25.23,V
2022-06-03 07:06:52,u512709332,식품,p45002490,114.8,V
2022-06-03 07:06:53,u565432447,식품,p10051590,210.82,V
2022-06-03 07:06:54,u566805560,컴퓨터,p10048380,178.87,V
2022-06-03 07:06:59,u538270945,자동차,p47003210,66.73,V
2022-06-03 07:07:02,u516071468,자동차,p21400499,107.6,V
2022-06-03 07:07:09,u538270945,식품,p47006330,123.56,V
2022-06-03 07:07:18,u514806894,컴퓨터,p10052360,231.41,V
2022-06-03 07:07:24,u513452999,식품,p10049020,566.27,V
2022-06-03 07:07:30,u513768255,컴퓨터,p17200651,437.33,V
2022-06-03 07:07:45,u516176095,패션,p15100297,275.17,V
2022-06-03 07:08:35,u555691645,식품,p30100017,82.55,V
2022-06-03 07:08:37,u515053595,패션,p12705209,51.22,V
2022-06-03 07:09:00,u514072508,식품,p55000025,97.56,V
2022-06-03 07:09:19,u564563352,식품,p10048560,127.91,V
2022-06-03 07:09:23,u546064137,식품,p22700324,20.77,V
2022-06-03 07:09:24,u530200252,자동차,p18018050,228.73,V
