date,team,continent,H/A,oppenent,op_continent,scored_goal,conceded_goal,tournament,result
2007-03-24,Peru,South America,Away,Japan,Asia,0,2,Frendly,Lose
2007-03-24,Serbia,Europe,Home,Kazakhstan,Europe,1,2,Others,Lose
2007-03-24,Kazakhstan,Europe,Away,Serbia,Europe,2,1,Others,Win
2007-03-24,Korea,Asia,Home,Uruguay,South America,0,2,Frendly,Lose
2007-03-24,Uruguay,South America,Away,Korea,Asia,2,0,Frendly,Win
2007-03-24,Northern Ireland,Europe,Home,Liechtenstein,Europe,4,1,Others,Win
2007-03-24,Liechtenstein,Europe,Away,Northern Ireland,Europe,1,4,Others,Lose
2007-03-24,France,Europe,Home,Lithuania,Europe,1,0,Others,Win
2007-03-24,Lithuania,Europe,Away,France,Europe,0,1,Others,Lose
2007-03-24,Belarus,Europe,Home,Luxembourg,Europe,2,1,Others,Win
2007-03-24,Luxembourg,Europe,Away,Belarus,Europe,1,2,Others,Lose
2007-03-24,Malta,Europe,Home,Moldova,Europe,1,1,Others,Draw
2007-03-24,Moldova,Europe,Away,Malta,Europe,1,1,Others,Draw
2007-03-24,Romania,Europe,Home,Netherlands,Europe,0,0,Others,Draw
2007-03-24,Netherlands,Europe,Away,Romania,Europe,0,0,Others,Draw
2007-03-24,Uganda,Africa,Home,Nigeria,Africa,0,1,Others,Lose
2007-03-24,Nigeria,Africa,Away,Uganda,Africa,1,0,Others,Win
2007-03-24,Bosnia and Herzegovina,Europe,Home,Norway,Europe,2,1,Others,Win
2007-03-24,Norway,Europe,Away,Bosnia and Herzegovina,Europe,1,2,Others,Lose
2007-03-24,Azerbaijan,Europe,Home,Poland,Europe,0,5,Others,Lose
2007-03-24,Poland,Europe,Away,Azerbaijan,Europe,5,0,Others,Win
2007-03-24,Belgium,Europe,Home,Portugal,Europe,0,4,Others,Lose
2007-03-24,Portugal,Europe,Away,Belgium,Europe,4,0,Others,Win
2007-03-24,IR Iran,Asia,Home,Qatar,Asia,1,0,Frendly,Win
2007-03-24,Qatar,Asia,Away,IR Iran,Asia,0,1,Frendly,Lose
2007-03-24,Scotland,Europe,Home,Georgia,Europe,2,1,Others,Win
2007-03-24,Georgia,Europe,Away,Scotland,Europe,1,2,Others,Lose
2007-03-24,Tanzania,Africa,Home,Senegal,Africa,0,4,Others,Lose
2007-03-24,Senegal,Africa,Away,Tanzania,Africa,4,0,Others,Win
2007-03-24,Tunisia,Africa,Home,Seychelles,Africa,3,0,Others,Win
2007-03-24,Seychelles,Africa,Away,Tunisia,Africa,0,3,Others,Lose
2007-03-24,Spain,Europe,Home,Denmark,Europe,2,1,Others,Win
2007-03-24,Denmark,Europe,Away,Spain,Europe,1,2,Others,Lose
2007-03-24,Togo,Africa,Home,Sierra Leone,Africa,3,1,Others,Win
2007-03-24,Sierra Leone,Africa,Away,Togo,Africa,1,3,Others,Lose
2007-03-24,Venezuela,South America,Home,Cuba,North America,3,1,Frendly,Win
2007-03-24,Cuba,North America,Away,Venezuela,South America,1,3,Frendly,Lose
2007-03-25,Eritrea,Africa,Home,Angola,Africa,1,6,Others,Lose
2007-03-25,Angola,Africa,Away,Eritrea,Africa,6,1,Others,Win
2007-03-25,Barbados,North America,Home,Guatemala,North America,0,0,Frendly,Draw
2007-03-25,Guatemala,North America,Away,Barbados,North America,0,0,Frendly,Draw
2007-03-25,Canada,North America,Home,Bermuda,North America,3,0,Frendly,Win
2007-03-25,Bermuda,North America,Away,Canada,North America,0,3,Frendly,Lose
2007-03-25,Burundi,Africa,Home,Botswana,Africa,0,1,Others,Lose
2007-03-25,Botswana,Africa,Away,Burundi,Africa,1,0,Others,Win
2007-03-25,Colombia,South America,Home,Switzerland,Europe,3,1,Frendly,Win
2007-03-25,Switzerland,Europe,Away,Colombia,South America,1,3,Frendly,Lose
2007-03-25,Congo,Africa,Home,Zambia,Africa,0,0,Others,Draw
2007-03-25,Zambia,Africa,Away,Congo,Africa,0,0,Others,Draw
2007-03-25,Mauritania,Africa,Home,Egypt,Africa,0,3,Others,Lose
2007-03-25,Egypt,Africa,Away,Mauritania,Africa,3,0,Others,Win
2007-03-25,Rwanda,Africa,Home,Equatorial Guinea,Africa,1,3,Others,Lose
2007-03-25,Equatorial Guinea,Africa,Away,Rwanda,Africa,3,1,Others,Win
2007-03-25,Eswatini,Africa,Home,Kenya,Africa,0,2,Others,Lose
2007-03-25,Kenya,Africa,Away,Eswatini,Africa,2,0,Others,Win
2007-03-25,Niger,Africa,Home,Lesotho,Africa,1,3,Others,Lose
2007-03-25,Lesotho,Africa,Away,Niger,Africa,3,1,Others,Win
2007-03-25,Libya,Africa,Home,Namibia,Africa,2,1,Others,Win
2007-03-25,Namibia,Africa,Away,Libya,Africa,1,2,Others,Lose
2007-03-25,Côte d'Ivoire,Africa,Home,Madagascar,Africa,3,0,Others,Win
2007-03-25,Madagascar,Africa,Away,Côte d'Ivoire,Africa,0,3,Others,Lose
2007-03-25,Benin,Africa,Home,Mali,Africa,1,1,Others,Draw
2007-03-25,Mali,Africa,Away,Benin,Africa,1,1,Others,Draw
2007-03-25,Mauritius,Africa,Home,Sudan,Africa,1,2,Others,Lose
2007-03-25,Sudan,Africa,Away,Mauritius,Africa,2,1,Others,Win
2007-03-25,Paraguay,South America,Home,Mexico,North America,1,2,Frendly,Lose
2007-03-25,Mexico,North America,Away,Paraguay,South America,2,1,Frendly,Win
2007-03-25,USA,North America,Home,Ecuador,South America,3,1,Frendly,Win
2007-03-25,Ecuador,South America,Away,USA,North America,1,3,Frendly,Lose
2007-03-25,Morocco,Africa,Home,Zimbabwe,Africa,1,1,Others,Draw
2007-03-25,Zimbabwe,Africa,Away,Morocco,Africa,1,1,Others,Draw
2007-03-26,Jamaica,North America,Home,Panama,North America,1,1,Frendly,Draw
2007-03-26,Panama,North America,Away,Jamaica,North America,1,1,Frendly,Draw
2007-03-27,Ghana,Africa,Home,Brazil,South America,0,1,Frendly,Lose
2007-03-27,Brazil,South America,Away,Ghana,Africa,1,0,Frendly,Win
2007-03-27,Uzbekistan,Asia,Home,China PR,Asia,1,3,Frendly,Lose
2007-03-27,China PR,Asia,Away,Uzbekistan,Asia,3,1,Frendly,Win
2007-03-27,El Salvador,North America,Home,Honduras,North America,0,2,Frendly,Lose
2007-03-27,Honduras,North America,Away,El Salvador,North America,2,0,Frendly,Win
2007-03-28,Andorra,Europe,Home,England,Europe,0,3,Others,Lose
2007-03-28,England,Europe,Away,Andorra,Europe,3,0,Others,Win
2007-03-28,Finland,Europe,Home,Azerbaijan,Europe,0,1,Others,Lose
2007-03-28,Azerbaijan,Europe,Away,Finland,Europe,1,0,Others,Win
2007-03-28,Albania,Europe,Home,Bulgaria,Europe,0,0,Others,Draw
2007-03-28,Bulgaria,Europe,Away,Albania,Europe,0,0,Others,Draw
2007-03-28,Costa Rica,North America,Home,Chile,South America,1,1,Frendly,Draw
2007-03-28,Chile,South America,Away,Costa Rica,North America,1,1,Frendly,Draw
2007-03-28,Colombia,South America,Home,Paraguay,South America,2,0,Frendly,Win
2007-03-28,Paraguay,South America,Away,Colombia,South America,0,2,Frendly,Lose
2007-03-28,Czech Republic,Europe,Home,Cyprus,Europe,1,0,Others,Win
2007-03-28,Cyprus,Europe,Away,Czech Republic,Europe,0,1,Others,Lose
2007-03-28,France,Europe,Home,Austria,Europe,1,0,Frendly,Win
2007-03-28,Austria,Europe,Away,France,Europe,0,1,Frendly,Lose
2007-03-28,Georgia,Europe,Home,Faroe Islands,Europe,3,1,Others,Win
2007-03-28,Faroe Islands,Europe,Away,Georgia,Europe,1,3,Others,Lose
2007-03-28,Germany,Europe,Home,Denmark,Europe,0,1,Frendly,Lose
2007-03-28,Denmark,Europe,Away,Germany,Europe,1,0,Frendly,Win
2007-03-28,Hungary,Europe,Home,Moldova,Europe,2,0,Others,Win
2007-03-28,Moldova,Europe,Away,Hungary,Europe,0,2,Others,Lose
2007-03-28,Republic of Ireland,Europe,Home,Slovakia,Europe,1,0,Others,Win
2007-03-28,Slovakia,Europe,Away,Republic of Ireland,Europe,0,1,Others,Lose
2007-03-28,Israel,Europe,Home,Estonia,Europe,4,0,Others,Win
2007-03-28,Estonia,Europe,Away,Israel,Europe,0,4,Others,Lose
2007-03-28,Italy,Europe,Home,Scotland,Europe,2,0,Others,Win
2007-03-28,Scotland,Europe,Away,Italy,Europe,0,2,Others,Lose
2007-03-28,Latvia,Europe,Home,Liechtenstein,Europe,0,1,Others,Lose
2007-03-28,Liechtenstein,Europe,Away,Latvia,Europe,1,0,Others,Win
2007-03-28,Malta,Europe,Home,Greece,Europe,0,1,Others,Lose
2007-03-28,Greece,Europe,Away,Malta,Europe,1,0,Others,Win
2007-03-28,Ecuador,South America,Home,Mexico,North America,2,4,Frendly,Lose
2007-03-28,Mexico,North America,Away,Ecuador,South America,4,2,Frendly,Win
2007-03-28,Northern Ireland,Europe,Home,Sweden,Europe,2,1,Others,Win
2007-03-28,Sweden,Europe,Away,Northern Ireland,Europe,1,2,Others,Lose
2007-03-28,Poland,Europe,Home,Armenia,Europe,1,0,Others,Win
2007-03-28,Armenia,Europe,Away,Poland,Europe,0,1,Others,Lose
2007-03-28,Luxembourg,Europe,Home,Romania,Europe,0,3,Others,Lose
2007-03-28,Romania,Europe,Away,Luxembourg,Europe,3,0,Others,Win
2007-03-28,Portugal,Europe,Home,Serbia,Europe,1,1,Others,Draw
2007-03-28,Serbia,Europe,Away,Portugal,Europe,1,1,Others,Draw
2007-03-28,Slovenia,Europe,Home,Netherlands,Europe,0,1,Others,Lose
2007-03-28,Netherlands,Europe,Away,Slovenia,Europe,1,0,Others,Win
2007-03-28,Bolivia,South America,Home,South Africa,Africa,1,0,Frendly,Win
2007-03-28,South Africa,Africa,Away,Bolivia,South America,0,1,Frendly,Lose
2007-03-28,Spain,Europe,Home,Iceland,Europe,1,0,Others,Win
2007-03-28,Iceland,Europe,Away,Spain,Europe,0,1,Others,Lose
2007-03-28,Norway,Europe,Home,Turkey,Europe,2,2,Others,Draw
2007-03-28,Turkey,Europe,Away,Norway,Europe,2,2,Others,Draw
2007-03-28,Ukraine,Europe,Home,Lithuania,Europe,1,0,Others,Win
2007-03-28,Lithuania,Europe,Away,Ukraine,Europe,0,1,Others,Lose
2007-03-28,USA,North America,Home,Guatemala,North America,0,0,Frendly,Draw
2007-03-28,Guatemala,North America,Away,USA,North America,0,0,Frendly,Draw
2007-03-28,New Zealand,Oceania,Home,Venezuela,South America,0,5,Frendly,Lose
2007-03-28,Venezuela,South America,Away,New Zealand,Oceania,5,0,Frendly,Win
2007-03-28,San Marino,Europe,Home,Wales,Europe,0,3,Others,Lose
2007-03-28,Wales,Europe,Away,San Marino,Europe,3,0,Others,Win
2007-04-04,Angola,Africa,Home,Congo,Africa,0,0,Frendly,Draw
2007-04-04,Congo,Africa,Away,Angola,Africa,0,0,Frendly,Draw
2007-04-17,El Salvador,North America,Home,Haiti,North America,0,1,Frendly,Lose
2007-04-17,Haiti,North America,Away,El Salvador,North America,1,0,Frendly,Win
2007-04-18,Argentina,South America,Home,Chile,South America,0,0,Frendly,Draw
2007-04-18,Chile,South America,Away,Argentina,South America,0,0,Frendly,Draw
2007-04-19,Honduras,North America,Home,Haiti,North America,1,3,Frendly,Lose
2007-04-19,Haiti,North America,Away,Honduras,North America,3,1,Frendly,Win
2007-04-28,Madagascar,Africa,Home,Zimbabwe,Africa,0,1,Others,Lose
2007-04-28,Zimbabwe,Africa,Away,Madagascar,Africa,1,0,Others,Win
2007-04-28,Mozambique,Africa,Home,Seychelles,Africa,2,0,Others,Win
2007-04-28,Seychelles,Africa,Away,Mozambique,Africa,0,2,Others,Lose
2007-04-29,Ethiopia,Africa,Home,Congo DR,Africa,0,2,Others,Lose
2007-04-29,Congo DR,Africa,Away,Ethiopia,Africa,2,0,Others,Win
2007-04-29,Madagascar,Africa,Home,Seychelles,Africa,5,0,Others,Win
2007-04-29,Seychelles,Africa,Away,Madagascar,Africa,0,5,Others,Lose
2007-04-29,Mozambique,Africa,Home,Zimbabwe,Africa,0,0,Others,Draw
2007-04-29,Zimbabwe,Africa,Away,Mozambique,Africa,0,0,Others,Draw
2007-05-09,Cuba,North America,Home,Chile,South America,0,3,Frendly,Lose
2007-05-09,Chile,South America,Away,Cuba,North America,3,0,Frendly,Win
2007-05-09,Panama,North America,Home,Colombia,South America,0,4,Frendly,Lose
2007-05-09,Colombia,South America,Away,Panama,North America,4,0,Frendly,Win
2007-05-16,Cuba,North America,Home,Chile,South America,0,2,Frendly,Lose
2007-05-16,Chile,South America,Away,Cuba,North America,2,0,Frendly,Win
2007-05-16,Thailand,Asia,Home,China PR,Asia,1,0,Frendly,Win
2007-05-16,China PR,Asia,Away,Thailand,Asia,0,1,Frendly,Lose
2007-05-21,Sudan,Africa,Home,Eritrea,Africa,0,1,Frendly,Lose
2007-05-21,Eritrea,Africa,Away,Sudan,Africa,1,0,Frendly,Win
2007-05-23,Republic of Ireland,Europe,Home,Ecuador,South America,1,1,Frendly,Draw
2007-05-23,Ecuador,South America,Away,Republic of Ireland,Europe,1,1,Frendly,Draw
2007-05-23,Chile,South America,Home,Haiti,North America,0,0,Frendly,Draw
2007-05-23,Haiti,North America,Away,Chile,South America,0,0,Frendly,Draw
2007-05-25,Honduras,North America,Home,Venezuela,South America,1,2,Frendly,Lose
2007-05-25,Venezuela,South America,Away,Honduras,North America,2,1,Frendly,Win
2007-05-25,Lesotho,Africa,Home,Zimbabwe,Africa,1,1,Frendly,Draw
2007-05-25,Zimbabwe,Africa,Away,Lesotho,Africa,1,1,Frendly,Draw
2007-05-26,Bolivia,South America,Home,Republic of Ireland,Europe,1,1,Frendly,Draw
2007-05-26,Republic of Ireland,Europe,Away,Bolivia,South America,1,1,Frendly,Draw
2007-05-26,Eritrea,Africa,Home,Sudan,Africa,1,1,Frendly,Draw
2007-05-26,Sudan,Africa,Away,Eritrea,Africa,1,1,Frendly,Draw
2007-05-26,Malawi,Africa,Home,South Africa,Africa,0,0,Others,Draw
2007-05-26,South Africa,Africa,Away,Malawi,Africa,0,0,Others,Draw
2007-05-26,Zambia,Africa,Home,Namibia,Africa,2,1,Frendly,Win
2007-05-26,Namibia,Africa,Away,Zambia,Africa,1,2,Frendly,Lose
2007-05-26,Eswatini,Africa,Home,Mauritius,Africa,0,0,Others,Draw
2007-05-26,Mauritius,Africa,Away,Eswatini,Africa,0,0,Others,Draw
2007-05-26,Tanzania,Africa,Home,Uganda,Africa,1,1,Frendly,Draw
2007-05-26,Uganda,Africa,Away,Tanzania,Africa,1,1,Frendly,Draw
2007-05-26,Wales,Europe,Home,New Zealand,Oceania,2,2,Frendly,Draw
2007-05-26,New Zealand,Oceania,Away,Wales,Europe,2,2,Frendly,Draw
2007-05-27,Botswana,Africa,Home,Libya,Africa,0,0,Frendly,Draw
2007-05-27,Libya,Africa,Away,Botswana,Africa,0,0,Frendly,Draw
2007-05-27,Kenya,Africa,Home,Nigeria,Africa,0,1,Frendly,Lose
2007-05-27,Nigeria,Africa,Away,Kenya,Africa,1,0,Frendly,Win
2007-05-27,Mauritius,Africa,Home,South Africa,Africa,0,2,Others,Lose
2007-05-27,South Africa,Africa,Away,Mauritius,Africa,2,0,Others,Win
2007-05-27,Rwanda,Africa,Home,Burundi,Africa,1,0,Frendly,Win
2007-05-27,Burundi,Africa,Away,Rwanda,Africa,0,1,Frendly,Lose
2007-05-27,Malawi,Africa,Home,Eswatini,Africa,0,1,Others,Lose
2007-05-27,Eswatini,Africa,Away,Malawi,Africa,1,0,Others,Win
2007-05-28,Congo,Africa,Home,Congo DR,Africa,2,1,Frendly,Win
2007-05-28,Congo DR,Africa,Away,Congo,Africa,1,2,Frendly,Lose
2007-05-28,Haiti,North America,Home,Trinidad and Tobago,South America,0,1,Frendly,Lose
2007-05-28,Trinidad and Tobago,South America,Away,Haiti,North America,1,0,Frendly,Win
2007-05-29,Zimbabwe,Africa,Home,Burkina Faso,Africa,1,1,Frendly,Draw
2007-05-29,Burkina Faso,Africa,Away,Zimbabwe,Africa,1,1,Frendly,Draw
2007-05-30,Austria,Europe,Home,Scotland,Europe,0,1,Frendly,Lose
2007-05-30,Scotland,Europe,Away,Austria,Europe,1,0,Frendly,Win
2007-05-30,St. Vincent and the Grenadines,North America,Home,Haiti,North America,0,3,Frendly,Lose
2007-05-30,Haiti,North America,Away,St. Vincent and the Grenadines,North America,3,0,Frendly,Win
2007-06-01,England,Europe,Home,Brazil,South America,1,1,Frendly,Draw
2007-06-01,Brazil,South America,Away,England,Europe,1,1,Frendly,Draw
2007-06-01,Ethiopia,Africa,Home,Congo DR,Africa,1,0,Others,Win
2007-06-01,Congo DR,Africa,Away,Ethiopia,Africa,0,1,Others,Lose
2007-06-01,Indonesia,Asia,Home,Hong Kong,Asia,3,0,Frendly,Win
2007-06-01,Hong Kong,Asia,Away,Indonesia,Asia,0,3,Frendly,Lose
2007-06-01,Canada,North America,Home,Venezuela,South America,2,2,Frendly,Draw
2007-06-01,Venezuela,South America,Away,Canada,North America,2,2,Frendly,Draw
2007-06-02,Albania,Europe,Home,Luxembourg,Europe,2,0,Others,Win
2007-06-02,Luxembourg,Europe,Away,Albania,Europe,0,2,Others,Lose
2007-06-02,Australia,Oceania,Home,Uruguay,South America,1,2,Frendly,Lose
2007-06-02,Uruguay,South America,Away,Australia,Oceania,2,1,Frendly,Win
2007-06-02,Austria,Europe,Home,Paraguay,South America,0,0,Frendly,Draw
2007-06-02,Paraguay,South America,Away,Austria,Europe,0,0,Frendly,Draw
2007-06-02,Azerbaijan,Europe,Home,Poland,Europe,1,3,Others,Lose
2007-06-02,Poland,Europe,Away,Azerbaijan,Europe,3,1,Others,Win
2007-06-02,Belarus,Europe,Home,Bulgaria,Europe,0,2,Others,Lose
2007-06-02,Bulgaria,Europe,Away,Belarus,Europe,2,0,Others,Win
2007-06-02,Belgium,Europe,Home,Portugal,Europe,1,2,Others,Lose
2007-06-02,Portugal,Europe,Away,Belgium,Europe,2,1,Others,Win
2007-06-02,Bosnia and Herzegovina,Europe,Home,Turkey,Europe,3,2,Others,Win
2007-06-02,Turkey,Europe,Away,Bosnia and Herzegovina,Europe,2,3,Others,Lose
2007-06-02,Cabo Verde,Africa,Home,Algeria,Africa,2,2,Others,Draw
2007-06-02,Algeria,Africa,Away,Cabo Verde,Africa,2,2,Others,Draw
2007-06-02,Chile,South America,Home,Costa Rica,North America,0,2,Frendly,Lose
2007-06-02,Costa Rica,North America,Away,Chile,South America,2,0,Frendly,Win
2007-06-02,Denmark,Europe,Home,Sweden,Europe,0,3,Others,Lose
2007-06-02,Sweden,Europe,Away,Denmark,Europe,3,0,Others,Win
2007-06-02,Eritrea,Africa,Home,Angola,Africa,1,1,Others,Draw
2007-06-02,Angola,Africa,Away,Eritrea,Africa,1,1,Others,Draw
2007-06-02,Estonia,Europe,Home,Croatia,Europe,0,1,Others,Lose
2007-06-02,Croatia,Europe,Away,Estonia,Europe,1,0,Others,Win
2007-06-02,Faroe Islands,Europe,Home,Italy,Europe,1,2,Others,Lose
2007-06-02,Italy,Europe,Away,Faroe Islands,Europe,2,1,Others,Win
2007-06-02,Finland,Europe,Home,Serbia,Europe,0,2,Others,Lose
2007-06-02,Serbia,Europe,Away,Finland,Europe,2,0,Others,Win
2007-06-02,France,Europe,Home,Ukraine,Europe,2,0,Others,Win
2007-06-02,Ukraine,Europe,Away,France,Europe,0,2,Others,Lose
2007-06-02,San Marino,Europe,Home,Germany,Europe,0,6,Others,Lose
2007-06-02,Germany,Europe,Away,San Marino,Europe,6,0,Others,Win
2007-06-02,Greece,Europe,Home,Hungary,Europe,2,0,Others,Win
2007-06-02,Hungary,Europe,Away,Greece,Europe,0,2,Others,Lose
2007-06-02,Honduras,North America,Home,Trinidad and Tobago,South America,3,1,Frendly,Win
2007-06-02,Trinidad and Tobago,South America,Away,Honduras,North America,1,3,Frendly,Lose
2007-06-02,Iceland,Europe,Home,Liechtenstein,Europe,1,1,Others,Draw
2007-06-02,Liechtenstein,Europe,Away,Iceland,Europe,1,1,Others,Draw
2007-06-02,Kazakhstan,Europe,Home,Armenia,Europe,1,2,Others,Lose
2007-06-02,Armenia,Europe,Away,Kazakhstan,Europe,2,1,Others,Win
2007-06-02,Korea,Asia,Home,Netherlands,Europe,0,2,Frendly,Lose
2007-06-02,Netherlands,Europe,Away,Korea,Asia,2,0,Frendly,Win
2007-06-02,Latvia,Europe,Home,Spain,Europe,0,2,Others,Lose
2007-06-02,Spain,Europe,Away,Latvia,Europe,2,0,Others,Win
2007-06-02,Lithuania,Europe,Home,Georgia,Europe,1,0,Others,Win
2007-06-02,Georgia,Europe,Away,Lithuania,Europe,0,1,Others,Lose
2007-06-02,North Macedonia,Europe,Home,Israel,Europe,1,2,Others,Lose
2007-06-02,Israel,Europe,Away,North Macedonia,Europe,2,1,Others,Win
2007-06-02,Mexico,North America,Home,IR Iran,Asia,4,0,Frendly,Win
2007-06-02,IR Iran,Asia,Away,Mexico,North America,0,4,Frendly,Lose
2007-06-02,Morocco,Africa,Home,Zimbabwe,Africa,2,0,Others,Win
2007-06-02,Zimbabwe,Africa,Away,Morocco,Africa,0,2,Others,Lose
2007-06-02,Namibia,Africa,Home,Libya,Africa,1,0,Others,Win
2007-06-02,Libya,Africa,Away,Namibia,Africa,0,1,Others,Lose
2007-06-02,Norway,Europe,Home,Malta,Europe,4,0,Others,Win
2007-06-02,Malta,Europe,Away,Norway,Europe,0,4,Others,Lose
2007-06-02,Russia,Europe,Home,Andorra,Europe,4,0,Others,Win
2007-06-02,Andorra,Europe,Away,Russia,Europe,0,4,Others,Lose
2007-06-02,Rwanda,Africa,Home,Equatorial Guinea,Africa,2,0,Others,Win
2007-06-02,Equatorial Guinea,Africa,Away,Rwanda,Africa,0,2,Others,Lose
2007-06-02,Slovenia,Europe,Home,Romania,Europe,1,2,Others,Lose
2007-06-02,Romania,Europe,Away,Slovenia,Europe,2,1,Others,Win
2007-06-02,South Africa,Africa,Home,Chad,Africa,4,0,Others,Win
2007-06-02,Chad,Africa,Away,South Africa,Africa,0,4,Others,Lose
2007-06-02,Sudan,Africa,Home,Mauritius,Africa,3,0,Others,Win
2007-06-02,Mauritius,Africa,Away,Sudan,Africa,0,3,Others,Lose
2007-06-02,Switzerland,Europe,Home,Argentina,South America,1,1,Frendly,Draw
2007-06-02,Argentina,South America,Away,Switzerland,Europe,1,1,Frendly,Draw
2007-06-02,Tanzania,Africa,Home,Senegal,Africa,1,1,Others,Draw
2007-06-02,Senegal,Africa,Away,Tanzania,Africa,1,1,Others,Draw
2007-06-02,Tunisia,Africa,Home,Seychelles,Africa,4,0,Others,Win
2007-06-02,Seychelles,Africa,Away,Tunisia,Africa,0,4,Others,Lose
2007-06-02,Uganda,Africa,Home,Nigeria,Africa,2,1,Others,Win
2007-06-02,Nigeria,Africa,Away,Uganda,Africa,1,2,Others,Lose
2007-06-02,USA,North America,Home,China PR,Asia,4,1,Frendly,Win
2007-06-02,China PR,Asia,Away,USA,North America,1,4,Frendly,Lose
2007-06-02,Wales,Europe,Home,Czech Republic,Europe,0,0,Others,Draw
2007-06-02,Czech Republic,Europe,Away,Wales,Europe,0,0,Others,Draw
2007-06-02,Zambia,Africa,Home,Congo,Africa,3,0,Others,Win
2007-06-02,Congo,Africa,Away,Zambia,Africa,0,3,Others,Lose
2007-06-03,Benin,Africa,Home,Mali,Africa,0,0,Others,Draw
2007-06-03,Mali,Africa,Away,Benin,Africa,0,0,Others,Draw
2007-06-03,Burundi,Africa,Home,Botswana,Africa,1,0,Others,Win
2007-06-03,Botswana,Africa,Away,Burundi,Africa,0,1,Others,Lose
2007-06-03,Ecuador,South America,Home,Peru,South America,1,2,Frendly,Lose
2007-06-03,Peru,South America,Away,Ecuador,South America,2,1,Frendly,Win
2007-06-03,Guinea,Africa,Home,Gambia,Africa,2,2,Others,Draw
2007-06-03,Gambia,Africa,Away,Guinea,Africa,2,2,Others,Draw
2007-06-03,Côte d'Ivoire,Africa,Home,Madagascar,Africa,5,0,Others,Win
2007-06-03,Madagascar,Africa,Away,Côte d'Ivoire,Africa,0,5,Others,Lose
2007-06-03,Liberia,Africa,Home,Cameroon,Africa,1,2,Others,Lose
2007-06-03,Cameroon,Africa,Away,Liberia,Africa,2,1,Others,Win
2007-06-03,Egypt,Africa,Home,Mauritania,Africa,1,1,Others,Draw
2007-06-03,Mauritania,Africa,Away,Egypt,Africa,1,1,Others,Draw
2007-06-03,Mozambique,Africa,Home,Burkina Faso,Africa,3,0,Others,Win
2007-06-03,Burkina Faso,Africa,Away,Mozambique,Africa,0,3,Others,Lose
2007-06-03,Niger,Africa,Home,Lesotho,Africa,2,0,Others,Win
2007-06-03,Lesotho,Africa,Away,Niger,Africa,0,2,Others,Lose
2007-06-03,Sierra Leone,Africa,Home,Togo,Africa,0,1,Others,Lose
2007-06-03,Togo,Africa,Away,Sierra Leone,Africa,1,0,Others,Win
2007-06-03,Eswatini,Africa,Home,Kenya,Africa,0,0,Others,Draw
2007-06-03,Kenya,Africa,Away,Eswatini,Africa,0,0,Others,Draw
2007-06-05,Algeria,Africa,Home,Argentina,South America,3,4,Frendly,Lose
2007-06-05,Argentina,South America,Away,Algeria,Africa,4,3,Frendly,Win
2007-06-05,Jamaica,North America,Home,Chile,South America,0,1,Frendly,Lose
2007-06-05,Chile,South America,Away,Jamaica,North America,1,0,Frendly,Win
2007-06-05,Japan,Asia,Home,Colombia,South America,0,0,Others,Draw
2007-06-05,Colombia,South America,Away,Japan,Asia,0,0,Others,Draw
2007-06-05,Kuwait,Asia,Home,Portugal,Europe,1,1,Frendly,Draw
2007-06-05,Portugal,Europe,Away,Kuwait,Asia,1,1,Frendly,Draw
2007-06-05,Mexico,North America,Home,Paraguay,South America,0,1,Frendly,Lose
2007-06-05,Paraguay,South America,Away,Mexico,North America,1,0,Frendly,Win
2007-06-05,Turkey,Europe,Home,Brazil,South America,0,0,Frendly,Draw
2007-06-05,Brazil,South America,Away,Turkey,Europe,0,0,Frendly,Draw
2007-06-06,Israel,Europe,Home,Andorra,Europe,2,0,Others,Win
2007-06-06,Andorra,Europe,Away,Israel,Europe,0,2,Others,Lose
2007-06-06,Armenia,Europe,Home,Poland,Europe,1,0,Others,Win
2007-06-06,Poland,Europe,Away,Armenia,Europe,0,1,Others,Lose
2007-06-06,Bosnia and Herzegovina,Europe,Home,Malta,Europe,1,0,Others,Win
2007-06-06,Malta,Europe,Away,Bosnia and Herzegovina,Europe,0,1,Others,Lose
2007-06-06,Belarus,Europe,Home,Bulgaria,Europe,1,2,Others,Lose
2007-06-06,Bulgaria,Europe,Away,Belarus,Europe,2,1,Others,Win
2007-06-06,Costa Rica,North America,Home,Canada,North America,1,2,Others,Lose
2007-06-06,Canada,North America,Away,Costa Rica,North America,2,1,Others,Win
2007-06-06,Russia,Europe,Home,Croatia,Europe,0,0,Others,Draw
2007-06-06,Croatia,Europe,Away,Russia,Europe,0,0,Others,Draw
2007-06-06,Peru,South America,Home,Ecuador,South America,0,2,Frendly,Lose
2007-06-06,Ecuador,South America,Away,Peru,South America,2,0,Frendly,Win
2007-06-06,England,Europe,Home,Estonia,Europe,3,0,Others,Win
2007-06-06,Estonia,Europe,Away,England,Europe,0,3,Others,Lose
2007-06-06,Faroe Islands,Europe,Home,Scotland,Europe,0,2,Others,Lose
2007-06-06,Scotland,Europe,Away,Faroe Islands,Europe,2,0,Others,Win
2007-06-06,Belgium,Europe,Home,Finland,Europe,0,2,Others,Lose
2007-06-06,Finland,Europe,Away,Belgium,Europe,2,0,Others,Win
2007-06-06,Georgia,Europe,Home,France,Europe,0,1,Others,Lose
2007-06-06,France,Europe,Away,Georgia,Europe,1,0,Others,Win
